Channel_Die,Start,End,Operation
6-10,1878600268,1878700268,READ
6-10,1879200268,1879300268,READ
6-10,1879800268,1879900268,READ
6-10,1880400268,1880500268,READ
6-10,1881000268,1881100268,READ
6-10,1881600268,1881700268,READ
6-10,1882200268,1882300268,READ
6-10,1882800268,1882900268,READ
6-10,1883400268,1883500268,READ
6-10,1884000268,1884100268,READ
6-10,1884600268,1884700268,READ
6-10,1885200268,1885300268,READ
6-10,1885800268,1885900268,READ
6-10,1886400268,1886500268,READ
6-10,1887000268,1887100268,READ
6-10,1887600268,1887700268,READ
6-10,1888200268,1888300268,READ
6-10,1888800268,1888900268,READ
6-10,1889400268,1889500268,READ
6-10,1890000268,1890100268,READ
6-10,1890600268,1890700268,READ
6-10,1891200268,1891300268,READ
6-11,1853450268,1853550268,READ
6-11,1854050268,1854150268,READ
6-11,1854650268,1854750268,READ
6-11,1855250268,1855350268,READ
6-11,1855850268,1855950268,READ
6-11,1856450268,1856550268,READ
6-11,1857050268,1857150268,READ
6-11,1857650268,1857750268,READ
6-11,1858250268,1858350268,READ
6-11,1858850268,1858950268,READ
6-11,1859450268,1859550268,READ
6-11,1860050268,1860150268,READ
6-11,1860650268,1860750268,READ
6-11,1861250268,1861350268,READ
6-11,1861850268,1861950268,READ
6-11,1862450268,1862550268,READ
6-11,1863050268,1863150268,READ
6-11,1863650268,1863750268,READ
6-11,1864250268,1864350268,READ
6-11,1864850268,1864950268,READ
6-11,1865450268,1865550268,READ
6-11,1866050268,1866150268,READ
6-11,1866650268,1866750268,READ
6-11,1867250268,1867350268,READ
6-11,1867850268,1867950268,READ
6-11,1868450268,1868550268,READ
6-11,1869050268,1869150268,READ
6-11,1869650268,1869750268,READ
6-11,1870250268,1870350268,READ
6-11,1870850268,1870950268,READ
6-11,1871450268,1871550268,READ
6-11,1872050268,1872150268,READ
6-11,1872650268,1872750268,READ
6-11,1873250268,1873350268,READ
6-11,1873850268,1873950268,READ
6-11,1874450268,1874550268,READ
6-11,1875050268,1875150268,READ
6-11,1875650268,1875750268,READ
6-11,1876250268,1876350268,READ
6-11,1876850268,1876950268,READ
6-11,1877450268,1877550268,READ
6-11,1878050268,1878150268,READ
6-11,1878650268,1878750268,READ
6-11,1879250268,1879350268,READ
6-11,1879850268,1879950268,READ
6-11,1880450268,1880550268,READ
6-11,1881050268,1881150268,READ
6-11,1881650268,1881750268,READ
6-11,1882250268,1882350268,READ
6-11,1882850268,1882950268,READ
6-11,1883450268,1883550268,READ
6-11,1884050268,1884150268,READ
6-11,1884650268,1884750268,READ
6-11,1885250268,1885350268,READ
6-11,1885850268,1885950268,READ
6-11,1886450268,1886550268,READ
6-11,1887050268,1887150268,READ
6-11,1887650268,1887750268,READ
6-11,1888250268,1888350268,READ
6-11,1888850268,1888950268,READ
6-11,1889450268,1889550268,READ
6-11,1890050268,1890150268,READ
6-11,1890650268,1890750268,READ
6-11,1891250268,1891350268,READ
6-2,1853000268,1853100268,READ
6-2,1853600268,1853700268,READ
6-2,1854200268,1854300268,READ
6-2,1854800268,1854900268,READ
6-2,1855400268,1855500268,READ
6-2,1856000268,1856100268,READ
6-2,1856600268,1856700268,READ
6-2,1857200268,1857300268,READ
6-2,1857800268,1857900268,READ
6-2,1858400268,1858500268,READ
6-2,1859000268,1859100268,READ
6-2,1859600268,1859700268,READ
6-2,1860200268,1860300268,READ
6-2,1860800268,1860900268,READ
6-2,1861400268,1861500268,READ
6-2,1862000268,1862100268,READ
6-2,1862600268,1862700268,READ
6-2,1863200268,1863300268,READ
6-2,1863800268,1863900268,READ
6-2,1864400268,1864500268,READ
6-2,1865000268,1865100268,READ
6-2,1865600268,1865700268,READ
6-2,1866200268,1866300268,READ
6-2,1866800268,1866900268,READ
6-2,1867400268,1867500268,READ
6-2,1868000268,1868100268,READ
6-2,1868600268,1868700268,READ
6-2,1869200268,1869300268,READ
6-2,1869800268,1869900268,READ
6-2,1870400268,1870500268,READ
6-2,1871000268,1871100268,READ
6-2,1871600268,1871700268,READ
6-2,1872200268,1872300268,READ
6-2,1872800268,1872900268,READ
6-2,1873400268,1873500268,READ
6-2,1874000268,1874100268,READ
6-2,1874600268,1874700268,READ
6-2,1875200268,1875300268,READ
6-2,1875800268,1875900268,READ
6-2,1876400268,1876500268,READ
6-2,1877000268,1877100268,READ
6-2,1877600268,1877700268,READ
6-2,1878200268,1878300268,READ
6-2,1878800268,1878900268,READ
6-2,1879400268,1879500268,READ
6-2,1880000268,1880100268,READ
6-2,1880600268,1880700268,READ
6-2,1881200268,1881300268,READ
6-2,1881800268,1881900268,READ
6-2,1882400268,1882500268,READ
6-2,1883000268,1883100268,READ
6-2,1883600268,1883700268,READ
6-2,1884200268,1884300268,READ
6-2,1884800268,1884900268,READ
6-2,1885400268,1885500268,READ
6-2,1886000268,1886100268,READ
6-2,1886600268,1886700268,READ
6-2,1887200268,1887300268,READ
6-2,1887800268,1887900268,READ
6-2,1888400268,1888500268,READ
6-2,1889000268,1889100268,READ
6-2,1889600268,1889700268,READ
6-2,1890200268,1890300268,READ
6-2,1890800268,1890900268,READ
6-3,1853050268,1853150268,READ
6-3,1853650268,1853750268,READ
6-3,1854250268,1854350268,READ
6-3,1854850268,1854950268,READ
6-3,1855450268,1855550268,READ
6-3,1856050268,1856150268,READ
6-3,1856650268,1856750268,READ
6-3,1857250268,1857350268,READ
6-3,1857850268,1857950268,READ
6-3,1858450268,1858550268,READ
6-3,1859050268,1859150268,READ
6-3,1859650268,1859750268,READ
6-3,1860250268,1860350268,READ
6-3,1860850268,1860950268,READ
6-3,1861450268,1861550268,READ
6-3,1862050268,1862150268,READ
6-3,1862650268,1862750268,READ
6-3,1863250268,1863350268,READ
6-3,1863850268,1863950268,READ
6-3,1864450268,1864550268,READ
6-3,1865050268,1865150268,READ
6-3,1865650268,1865750268,READ
6-3,1866250268,1866350268,READ
6-3,1866850268,1866950268,READ
6-3,1867450268,1867550268,READ
6-3,1868050268,1868150268,READ
6-3,1868650268,1868750268,READ
6-3,1869250268,1869350268,READ
6-3,1869850268,1869950268,READ
6-3,1870450268,1870550268,READ
6-3,1871050268,1871150268,READ
6-3,1871650268,1871750268,READ
6-3,1872250268,1872350268,READ
6-3,1872850268,1872950268,READ
6-3,1873450268,1873550268,READ
6-3,1874050268,1874150268,READ
6-3,1874650268,1874750268,READ
6-3,1875250268,1875350268,READ
6-3,1875850268,1875950268,READ
6-3,1876450268,1876550268,READ
6-3,1877050268,1877150268,READ
6-3,1877650268,1877750268,READ
6-3,1878250268,1878350268,READ
6-3,1878850268,1878950268,READ
6-3,1879450268,1879550268,READ
6-3,1880050268,1880150268,READ
6-3,1880650268,1880750268,READ
6-3,1881250268,1881350268,READ
6-3,1881850268,1881950268,READ
6-3,1882450268,1882550268,READ
6-3,1883050268,1883150268,READ
6-3,1883650268,1883750268,READ
6-3,1884250268,1884350268,READ
6-3,1884850268,1884950268,READ
6-3,1885450268,1885550268,READ
6-3,1886050268,1886150268,READ
6-3,1886650268,1886750268,READ
6-3,1887250268,1887350268,READ
6-3,1887850268,1887950268,READ
6-3,1888450268,1888550268,READ
6-3,1889050268,1889150268,READ
6-3,1889650268,1889750268,READ
6-3,1890250268,1890350268,READ
6-3,1890850268,1890950268,READ
6-4,1853100268,1853200268,READ
6-4,1853700268,1853800268,READ
6-4,1854300268,1854400268,READ
6-4,1854900268,1855000268,READ
6-4,1855500268,1855600268,READ
6-4,1856100268,1856200268,READ
6-4,1856700268,1856800268,READ
6-4,1857300268,1857400268,READ
6-4,1857900268,1858000268,READ
6-4,1858500268,1858600268,READ
6-4,1859100268,1859200268,READ
6-4,1859700268,1859800268,READ
6-4,1860300268,1860400268,READ
6-4,1860900268,1861000268,READ
6-4,1861500268,1861600268,READ
6-4,1862100268,1862200268,READ
6-4,1862700268,1862800268,READ
6-4,1863300268,1863400268,READ
6-4,1863900268,1864000268,READ
6-4,1864500268,1864600268,READ
6-4,1865100268,1865200268,READ
6-4,1865700268,1865800268,READ
6-4,1866300268,1866400268,READ
6-4,1866900268,1867000268,READ
6-4,1867500268,1867600268,READ
6-4,1868100268,1868200268,READ
6-4,1868700268,1868800268,READ
6-4,1869300268,1869400268,READ
6-4,1869900268,1870000268,READ
6-4,1870500268,1870600268,READ
6-4,1871100268,1871200268,READ
6-4,1871700268,1871800268,READ
6-4,1872300268,1872400268,READ
6-4,1872900268,1873000268,READ
6-4,1873500268,1873600268,READ
6-4,1874100268,1874200268,READ
6-4,1874700268,1874800268,READ
6-4,1875300268,1875400268,READ
6-4,1875900268,1876000268,READ
6-4,1876500268,1876600268,READ
6-4,1877100268,1877200268,READ
6-4,1877700268,1877800268,READ
6-4,1878300268,1878400268,READ
6-4,1878900268,1879000268,READ
6-4,1879500268,1879600268,READ
6-4,1880100268,1880200268,READ
6-4,1880700268,1880800268,READ
6-4,1881300268,1881400268,READ
6-4,1881900268,1882000268,READ
6-4,1882500268,1882600268,READ
6-4,1883100268,1883200268,READ
6-4,1883700268,1883800268,READ
6-4,1884300268,1884400268,READ
6-4,1884900268,1885000268,READ
6-4,1885500268,1885600268,READ
6-4,1886100268,1886200268,READ
6-4,1886700268,1886800268,READ
6-4,1887300268,1887400268,READ
6-4,1887900268,1888000268,READ
6-4,1888500268,1888600268,READ
6-4,1889100268,1889200268,READ
6-4,1889700268,1889800268,READ
6-4,1890300268,1890400268,READ
6-4,1890900268,1891000268,READ
6-5,1853150268,1853250268,READ
6-5,1853750268,1853850268,READ
6-5,1854350268,1854450268,READ
6-5,1854950268,1855050268,READ
6-5,1855550268,1855650268,READ
6-5,1856150268,1856250268,READ
6-5,1856750268,1856850268,READ
6-5,1857350268,1857450268,READ
6-5,1857950268,1858050268,READ
6-5,1858550268,1858650268,READ
6-5,1859150268,1859250268,READ
6-5,1859750268,1859850268,READ
6-5,1860350268,1860450268,READ
6-5,1860950268,1861050268,READ
6-5,1861550268,1861650268,READ
6-5,1862150268,1862250268,READ
6-5,1862750268,1862850268,READ
6-5,1863350268,1863450268,READ
6-5,1863950268,1864050268,READ
6-5,1864550268,1864650268,READ
6-5,1865150268,1865250268,READ
6-5,1865750268,1865850268,READ
6-5,1866350268,1866450268,READ
6-5,1866950268,1867050268,READ
6-5,1867550268,1867650268,READ
6-5,1868150268,1868250268,READ
6-5,1868750268,1868850268,READ
6-5,1869350268,1869450268,READ
6-5,1869950268,1870050268,READ
6-5,1870550268,1870650268,READ
6-5,1871150268,1871250268,READ
6-5,1871750268,1871850268,READ
6-5,1872350268,1872450268,READ
6-5,1872950268,1873050268,READ
6-5,1873550268,1873650268,READ
6-5,1874150268,1874250268,READ
6-5,1874750268,1874850268,READ
6-5,1875350268,1875450268,READ
6-5,1875950268,1876050268,READ
6-5,1876550268,1876650268,READ
6-5,1877150268,1877250268,READ
6-5,1877750268,1877850268,READ
6-5,1878350268,1878450268,READ
6-5,1878950268,1879050268,READ
6-5,1879550268,1879650268,READ
6-5,1880150268,1880250268,READ
6-5,1880750268,1880850268,READ
6-5,1881350268,1881450268,READ
6-5,1881950268,1882050268,READ
6-5,1882550268,1882650268,READ
6-5,1883150268,1883250268,READ
6-5,1883750268,1883850268,READ
6-5,1884350268,1884450268,READ
6-5,1884950268,1885050268,READ
6-5,1885550268,1885650268,READ
6-5,1886150268,1886250268,READ
6-5,1886750268,1886850268,READ
6-5,1887350268,1887450268,READ
6-5,1887950268,1888050268,READ
6-5,1888550268,1888650268,READ
6-5,1889150268,1889250268,READ
6-5,1889750268,1889850268,READ
6-5,1890350268,1890450268,READ
6-5,1890950268,1891050268,READ
6-6,1853200268,1853300268,READ
6-6,1853800268,1853900268,READ
6-6,1854400268,1854500268,READ
6-6,1855000268,1855100268,READ
6-6,1855600268,1855700268,READ
6-6,1856200268,1856300268,READ
6-6,1856800268,1856900268,READ
6-6,1857400268,1857500268,READ
6-6,1858000268,1858100268,READ
6-6,1858600268,1858700268,READ
6-6,1859200268,1859300268,READ
6-6,1859800268,1859900268,READ
6-6,1860400268,1860500268,READ
6-6,1861000268,1861100268,READ
6-6,1861600268,1861700268,READ
6-6,1862200268,1862300268,READ
6-6,1862800268,1862900268,READ
6-6,1863400268,1863500268,READ
6-6,1864000268,1864100268,READ
6-6,1864600268,1864700268,READ
6-6,1865200268,1865300268,READ
6-6,1865800268,1865900268,READ
6-6,1866400268,1866500268,READ
6-6,1867000268,1867100268,READ
6-6,1867600268,1867700268,READ
6-6,1868200268,1868300268,READ
6-6,1868800268,1868900268,READ
6-6,1869400268,1869500268,READ
6-6,1870000268,1870100268,READ
6-6,1870600268,1870700268,READ
6-6,1871200268,1871300268,READ
6-6,1871800268,1871900268,READ
6-6,1872400268,1872500268,READ
6-6,1873000268,1873100268,READ
6-6,1873600268,1873700268,READ
6-6,1874200268,1874300268,READ
6-6,1874800268,1874900268,READ
6-6,1875400268,1875500268,READ
6-6,1876000268,1876100268,READ
6-6,1876600268,1876700268,READ
6-6,1877200268,1877300268,READ
6-6,1877800268,1877900268,READ
6-6,1878400268,1878500268,READ
6-6,1879000268,1879100268,READ
6-6,1879600268,1879700268,READ
6-6,1880200268,1880300268,READ
6-6,1880800268,1880900268,READ
6-6,1881400268,1881500268,READ
6-6,1882000268,1882100268,READ
6-6,1882600268,1882700268,READ
6-6,1883200268,1883300268,READ
6-6,1883800268,1883900268,READ
6-6,1884400268,1884500268,READ
6-6,1885000268,1885100268,READ
6-6,1885600268,1885700268,READ
6-6,1886200268,1886300268,READ
6-6,1886800268,1886900268,READ
6-6,1887400268,1887500268,READ
6-6,1888000268,1888100268,READ
6-6,1888600268,1888700268,READ
6-6,1889200268,1889300268,READ
6-6,1889800268,1889900268,READ
6-6,1890400268,1890500268,READ
6-6,1891000268,1891100268,READ
6-7,1853250268,1853350268,READ
6-7,1853850268,1853950268,READ
6-7,1854450268,1854550268,READ
6-7,1855050268,1855150268,READ
6-7,1855650268,1855750268,READ
6-7,1856250268,1856350268,READ
6-7,1856850268,1856950268,READ
6-7,1857450268,1857550268,READ
6-7,1858050268,1858150268,READ
6-7,1858650268,1858750268,READ
6-7,1859250268,1859350268,READ
6-7,1859850268,1859950268,READ
6-7,1860450268,1860550268,READ
6-7,1861050268,1861150268,READ
6-7,1861650268,1861750268,READ
6-7,1862250268,1862350268,READ
6-7,1862850268,1862950268,READ
6-7,1863450268,1863550268,READ
6-7,1864050268,1864150268,READ
6-7,1864650268,1864750268,READ
6-7,1865250268,1865350268,READ
6-7,1865850268,1865950268,READ
6-7,1866450268,1866550268,READ
6-7,1867050268,1867150268,READ
6-7,1867650268,1867750268,READ
6-7,1868250268,1868350268,READ
6-7,1868850268,1868950268,READ
6-7,1869450268,1869550268,READ
6-7,1870050268,1870150268,READ
6-7,1870650268,1870750268,READ
6-7,1871250268,1871350268,READ
6-7,1871850268,1871950268,READ
6-7,1872450268,1872550268,READ
6-7,1873050268,1873150268,READ
6-7,1873650268,1873750268,READ
6-7,1874250268,1874350268,READ
6-7,1874850268,1874950268,READ
6-7,1875450268,1875550268,READ
6-7,1876050268,1876150268,READ
6-7,1876650268,1876750268,READ
6-7,1877250268,1877350268,READ
6-7,1877850268,1877950268,READ
6-7,1878450268,1878550268,READ
6-7,1879050268,1879150268,READ
6-7,1879650268,1879750268,READ
6-7,1880250268,1880350268,READ
6-7,1880850268,1880950268,READ
6-7,1881450268,1881550268,READ
6-7,1882050268,1882150268,READ
6-7,1882650268,1882750268,READ
6-7,1883250268,1883350268,READ
6-7,1883850268,1883950268,READ
6-7,1884450268,1884550268,READ
6-7,1885050268,1885150268,READ
6-7,1885650268,1885750268,READ
6-7,1886250268,1886350268,READ
6-7,1886850268,1886950268,READ
6-7,1887450268,1887550268,READ
6-7,1888050268,1888150268,READ
6-7,1888650268,1888750268,READ
6-7,1889250268,1889350268,READ
6-7,1889850268,1889950268,READ
6-7,1890450268,1890550268,READ
6-7,1891050268,1891150268,READ
6-8,1853300268,1853400268,READ
6-8,1853900268,1854000268,READ
6-8,1854500268,1854600268,READ
6-8,1855100268,1855200268,READ
6-8,1855700268,1855800268,READ
6-8,1856300268,1856400268,READ
6-8,1856900268,1857000268,READ
6-8,1857500268,1857600268,READ
6-8,1858100268,1858200268,READ
6-8,1858700268,1858800268,READ
6-8,1859300268,1859400268,READ
6-8,1859900268,1860000268,READ
6-8,1860500268,1860600268,READ
6-8,1861100268,1861200268,READ
6-8,1861700268,1861800268,READ
6-8,1862300268,1862400268,READ
6-8,1862900268,1863000268,READ
6-8,1863500268,1863600268,READ
6-8,1864100268,1864200268,READ
6-8,1864700268,1864800268,READ
6-8,1865300268,1865400268,READ
6-8,1865900268,1866000268,READ
6-8,1866500268,1866600268,READ
6-8,1867100268,1867200268,READ
6-8,1867700268,1867800268,READ
6-8,1868300268,1868400268,READ
6-8,1868900268,1869000268,READ
6-8,1869500268,1869600268,READ
6-8,1870100268,1870200268,READ
6-8,1870700268,1870800268,READ
6-8,1871300268,1871400268,READ
6-8,1871900268,1872000268,READ
6-8,1872500268,1872600268,READ
6-8,1873100268,1873200268,READ
6-8,1873700268,1873800268,READ
6-8,1874300268,1874400268,READ
6-8,1874900268,1875000268,READ
6-8,1875500268,1875600268,READ
6-8,1876100268,1876200268,READ
6-8,1876700268,1876800268,READ
6-8,1877300268,1877400268,READ
6-8,1877900268,1878000268,READ
6-8,1878500268,1878600268,READ
6-8,1879100268,1879200268,READ
6-8,1879700268,1879800268,READ
6-8,1880300268,1880400268,READ
6-8,1880900268,1881000268,READ
6-8,1881500268,1881600268,READ
6-8,1882100268,1882200268,READ
6-8,1882700268,1882800268,READ
6-8,1883300268,1883400268,READ
6-8,1883900268,1884000268,READ
6-8,1884500268,1884600268,READ
6-8,1885100268,1885200268,READ
6-8,1885700268,1885800268,READ
6-8,1886300268,1886400268,READ
6-8,1886900268,1887000268,READ
6-8,1887500268,1887600268,READ
6-8,1888100268,1888200268,READ
6-8,1888700268,1888800268,READ
6-8,1889300268,1889400268,READ
6-8,1889900268,1890000268,READ
6-8,1890500268,1890600268,READ
6-8,1891100268,1891200268,READ
6-9,1853350268,1853450268,READ
6-9,1853950268,1854050268,READ
6-9,1854550268,1854650268,READ
6-9,1855150268,1855250268,READ
6-9,1855750268,1855850268,READ
6-9,1856350268,1856450268,READ
6-9,1856950268,1857050268,READ
6-9,1857550268,1857650268,READ
6-9,1858150268,1858250268,READ
6-9,1858750268,1858850268,READ
6-9,1859350268,1859450268,READ
6-9,1859950268,1860050268,READ
6-9,1860550268,1860650268,READ
6-9,1861150268,1861250268,READ
6-9,1861750268,1861850268,READ
6-9,1862350268,1862450268,READ
6-9,1862950268,1863050268,READ
6-9,1863550268,1863650268,READ
6-9,1864150268,1864250268,READ
6-9,1864750268,1864850268,READ
6-9,1865350268,1865450268,READ
6-9,1865950268,1866050268,READ
6-9,1866550268,1866650268,READ
6-9,1867150268,1867250268,READ
6-9,1867750268,1867850268,READ
6-9,1868350268,1868450268,READ
6-9,1868950268,1869050268,READ
6-9,1869550268,1869650268,READ
6-9,1870150268,1870250268,READ
6-9,1870750268,1870850268,READ
6-9,1871350268,1871450268,READ
6-9,1871950268,1872050268,READ
6-9,1872550268,1872650268,READ
6-9,1873150268,1873250268,READ
6-9,1873750268,1873850268,READ
6-9,1874350268,1874450268,READ
6-9,1874950268,1875050268,READ
6-9,1875550268,1875650268,READ
6-9,1876150268,1876250268,READ
6-9,1876750268,1876850268,READ
6-9,1877350268,1877450268,READ
6-9,1877950268,1878050268,READ
6-9,1878550268,1878650268,READ
6-9,1879150268,1879250268,READ
6-9,1879750268,1879850268,READ
6-9,1880350268,1880450268,READ
6-9,1880950268,1881050268,READ
6-9,1881550268,1881650268,READ
6-9,1882150268,1882250268,READ
6-9,1882750268,1882850268,READ
6-9,1883350268,1883450268,READ
6-9,1883950268,1884050268,READ
6-9,1884550268,1884650268,READ
6-9,1885150268,1885250268,READ
6-9,1885750268,1885850268,READ
6-9,1886350268,1886450268,READ
6-9,1886950268,1887050268,READ
6-9,1887550268,1887650268,READ
6-9,1888150268,1888250268,READ
6-9,1888750268,1888850268,READ
6-9,1889350268,1889450268,READ
6-9,1889950268,1890050268,READ
6-9,1890550268,1890650268,READ
6-9,1891150268,1891250268,READ
